Name,BSE Code,NSE Code,ISIN Code,Sector,Industry Group,Industry
Krishana Phosch.,,KRISHANA,INE506W01012,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Krishanveer Forg,513369,,INE013J01016,Industrials,Industrial Products,Castings & Forgings
Krishca Strapp.,,KRISHCA,INE0NR701018,Industrials,Industrial Products,Iron & Steel Products
Krishival Foods,544416,KRISHIVAL,INE0GGO01015,FMCG / Consumer Staples,Food Products,Other Food Products
Krishna Capital,539384,,INE897B01019,Financial Services,Finance,Non Banking Financial Company (NBFC)
Krishna Defence,,KRISHNADEF,INE0J5601015,Industrials,Aerospace & Defense,Aerospace & Defense
Krishna Fil. Ind,500248,KRISNAFILA,INE073A01019,Industrials,Industrial Products,Plastic Products - Industrial
Krishna Institu.,543308,KIMS,INE967H01025,Healthcare / Pharma,Healthcare Services,Hospital
Krishna Vent.,504392,,INE537L01010,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Kriti Industries,526423,KRITI,INE479D01038,Industrials,Industrial Products,Plastic Products - Industrial
Kriti Nutrients,533210,KRITINUT,INE798K01010,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
Kritika Wires,,KRITIKA,INE00Z501029,Industrials,Industrial Products,Iron & Steel Products
KRM Ayurveda,,KRMAYURVED,INE1MTV01019,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
KRN Heat Exchan,544263,KRN,INE0Q3J01015,Industrials,Industrial Products,Other Industrial Products
Kronox Lab,544187,KRONOX,INE0ATZ01017,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Kross Ltd,544253,KROSS,INE0O6601022,Automobile,Auto Components,Auto Components & Equipments
Krsnaa Diagnost.,543328,KRSNAA,INE08LI01020,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Krupalu Metals,544509,,INE0XZB01017,Industrials,Industrial Products,"Aluminium, Copper & Zinc Products"
Krypton Industri,523550,,INE951B01014,Miscellaneous,Diversified,Diversified
Krystal Integrat,544149,KRYSTAL,INE0QN801017,Industrials,Commercial Services & Supplies,Diversified Commercial Services
KS Smart Technlogies,516038,,INE737E01011,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KSB,500249,KSB,INE999A01023,Industrials,Industrial Products,"Compressors, Pumps & Diesel Engines"
KSE,519421,,INE953E01022,FMCG / Consumer Staples,Food Products,Animal Feed
KSH Internationa,544664,KSHINTL,INE987S01020,Industrials,Industrial Products,Cables - Electricals
Kshitij Polyline,,KSHITIJPOL,INE013801027,Chemicals,Chemicals & Petrochemicals,Printing Inks
Ksolves India,543599,KSOLVES,INE0D6I01023,Information Technology,IT - Software,Computers - Software & Consulting
KSR Footwear,544615,KSR,INE1SPP01016,Industrials,Commercial Services & Supplies,Trading & Distributors
Kuantum Papers,532937,KUANTUM,INE529I01021,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Kuber Udyog,539408,,INE594R01018,Financial Services,Finance,Non Banking Financial Company (NBFC)
Kuberan Global,543289,,INE04CO01018,Consumer Durables & Retail,Other Consumer Services,Education
Kumbhat Fin.,526869,,INE795E01019,Financial Services,Finance,Non Banking Financial Company (NBFC)
Kundan Edifice,,KEL,INE0OWX01025,Consumer Durables & Retail,Consumer Durables,Consumer Electronics
Kunststoff Inds.,523594,,INE638D01021,Industrials,Industrial Products,Plastic Products - Industrial
Kush Industries,514240,,INE979D01011,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Kuwer Industries,530421,,INE430F01010,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
KVS Castings,544554,,INE163701019,Industrials,Industrial Products,Castings & Forgings
Kwality Pharma,539997,,INE552U01010,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Kwality Wall's,544622,KWIL,INE2KCE01013,FMCG / Consumer Staples,Food Products,Dairy Products
L G Balakrishnan,500250,LGBBROSLTD,INE337A01034,Automobile,Auto Components,Auto Components & Equipments
L T Foods,532783,LTFOODS,INE818H01020,FMCG (Consumer Staples),Agricultural Food & other Products,Other Agricultural Products
L. T. Elevator,544518,,INE0TJ801010,Industrials,Industrial Manufacturing,Industrial Products
L.K.Mehta Poly.,544366,,INE0FFF01017,Industrials,Industrial Products,Plastic Products - Industrial
L&T Finance Ltd,533519,LTF,INE498L01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
L&T Technology,540115,LTTS,INE010V01017,Information Technology,IT - Services,IT Enabled Services
La Opala RG,526947,LAOPALA,INE059D01020,Consumer Durables & Retail,Consumer Durables,Glass - Consumer
La Tim Metal & I,505693,,INE501N01020,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Labelkraft Tech.,543830,,INE0NLJ01011,Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Lactose (India),524202,,INE058I01013,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Ladam Affordab.,540026,,INE213U01019,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Ladderup Finance,530577,,INE519D01015,Financial Services,Finance,Non Banking Financial Company (NBFC)
Laddu Gopal,537707,,INE546I01025,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Laffans Petroch,524522,,INE919B01011,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
Lagnam Spintex,,LAGNAM,INE548Z01017,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Lahoti Overseas,531842,,INE515C01023,Industrials,Commercial Services & Supplies,Trading & Distributors
Lak. Electrical,504258,,INE284C01018,Industrials,Electrical Equipment,Other Electrical Equipment
Lak. Fin. & Indl,,LFIC,INE850E01012,Financial Services,Finance,Investment Company
Lak. Prec. Screw,506079,LAKPRE,INE651C01018,Automobile,Auto Components,Auto Components & Equipments
Lake Shore,519612,,INE734D01010,FMCG / Consumer Staples,Food Products,Packaged Foods
Lakhotia Poly.,535387,,INE191O01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Lakshmi Engg.,505302,,INE718M01022,Industrials,Industrial Manufacturing,Industrial Products
Lakshmi Mills,502958,,INE938C01019,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Lakshya Powertec,,LAKSHYA,INE0VZS01015,Construction & Infrastructure,Construction,Civil Construction
Lambodhara Text.,590075,LAMBODHARA,INE112F01022,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Lamosaic India,,LAMOSAIC,INE0R0201012,Consumer Durables & Retail,Consumer Durables,Plywood Boards/ Laminates
Lancer Containe.,539841,LANCER,INE359U01028,Industrials,Transport Services,Logistics Solution Provider
Lancor Holdings,509048,LANCORHOL,INE572G01025,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Landmarc Leisur.,532275,,INE394C01023,Financial Services,Finance,Non Banking Financial Company (NBFC)
Landmark Cars,543714,LANDMARK,INE559R01029,Automobile,Automobiles,Auto Dealer
Landmark Global,544341,,INE12QA01010,Consumer Durables & Retail,Leisure Services,"Tour, Travel Related Services"
Landmark Prop.,533012,LPDC,INE197J01017,Construction & Infrastructure,Realty,Real Estate related services
Larsen & Toubro,500510,LT,INE018A01030,Construction & Infrastructure,Construction,Civil Construction
Lasa Supergeneri,540702,LASA,INE670X01014,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Last Mile Enter.,526961,,INE404B01022,Financial Services,Finance,Non Banking Financial Company (NBFC)
Latent View,543398,LATENTVIEW,INE0I7C01011,Information Technology,IT - Software,Computers - Software & Consulting
Latteys Industri,,LATTEYS,INE262Z01023,Industrials,Industrial Products,"Compressors, Pumps & Diesel Engines"
Laurus Labs,540222,LAURUSLABS,INE947Q01028,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Laxmi Cotspin,,LAXMICOT,INE801V01019,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Laxmi Dental,544339,LAXMIDENTL,INE0WO601020,Healthcare / Pharma,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Laxmi Goldorna,,LGHL,INE258Y01016,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
Laxmi India Fin.,544465,LAXMIINDIA,INE06WU01026,Financial Services,Finance,Non Banking Financial Company (NBFC)
Laxmi Organic,543277,LXCHEM,INE576O01020,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Laxmipati Engg,537669,,INE920P01019,Industrials,Industrial Manufacturing,Ship Building & Allied Services
LCC Infotech,532019,LCCINFOTEC,INE938A01021,Consumer Durables & Retail,Other Consumer Services,Education
Le Lavoir,539814,,INE204S01012,Industrials,Commercial Services & Supplies,Trading & Distributors
Le Merite Export,,LEMERITE,INE0G1L01017,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
Le Travenues,544192,IXIGO,INE0HV901016,Consumer Durables & Retail,Leisure Services,"Tour, Travel Related Services"
Lead Financial S,531288,,INE531D01010,Financial Services,Finance,Non Banking Financial Company (NBFC)
Lead Reclaim,,LRRPL,INE0H4B01011,Industrials,Industrial Products,Rubber
Leading Lea. Fin,540360,,INE715Q01029,Financial Services,Finance,Non Banking Financial Company (NBFC)
Lee & Nee Soft.,517415,,INE791B01014,Information Technology,IT - Services,IT Enabled Services
Leela Palaces Hotels,544408,THELEELA,INE0AQ201015,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Lehar Footwears,532829,,INE976H01018,Consumer Durables & Retail,Consumer Durables,Footwear
Lemon Tree Hotel,541233,LEMONTREE,INE970X01018,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Lenskart Solut.,544600,LENSKART,INE956O01016,Consumer Durables & Retail,Retailing,Speciality Retail
Leo Dryfruits,544329,,INE0RH001011,FMCG / Consumer Staples,Food Products,Other Food Products
Lerthai Finance,502250,,INE347D01011,Construction & Infrastructure,Other Construction Materials,Other Construction Materials
Lesha Industries,533602,,INE050L01048,Industrials,Commercial Services & Supplies,Trading & Distributors
Lexoraa Ind,531944,,INE185D01015,Industrials,Industrial Manufacturing,Industrial Products
Lexus Granito,,LEXUS,INE500X01013,Consumer Durables & Retail,Consumer Durables,"Furniture, Home Furnishing"
LG Electronics,544576,LGEINDIA,INE324D01010,Consumer Durables & Retail,Consumer Durables,Household Appliances
LGB Forge,533007,,INE201J01017,Automobile,Auto Components,Auto Components & Equipments
LGT Business,544489,,INE191201016,Consumer Durables & Retail,Leisure Services,"Tour, Travel Related Services"
Libas Consumer,,LIBAS,INE908V01012,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Liberty Shoes,526596,LIBERTSHOE,INE557B01019,Consumer Durables & Retail,Consumer Durables,Footwear
Libord Finance,511593,,INE212B01011,Financial Services,Finance,Non Banking Financial Company (NBFC)
Libord Securitie,531027,,INE267E01019,Financial Services,Finance,Other Financial Services
LIC Housing Fin.,500253,LICHSGFIN,INE115A01026,Financial Services,Finance,Housing Finance Company
Life Insurance,543526,LICI,INE0J1Y01017,Financial Services,Insurance,Life Insurance
Likhami Consult.,539927,,INE920T01011,Industrials,Commercial Services & Supplies,Consulting Services
Likhitha Infra.,543240,LIKHITHA,INE060901027,Construction & Infrastructure,Construction,Civil Construction
Lime Chemicals,507759,,INE891G01011,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Linc,531241,LINC,INE802B01027,FMCG (Consumer Staples),Household Products,Stationary
Lincoln Pharma.,531633,LINCOLN,INE405C01035,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Linde India,523457,LINDEINDIA,INE473A01011,Chemicals,Chemicals & Petrochemicals,Industrial Gases
Link Pharma Chem,524748,,INE302F01011,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Lippi Systems,526604,,INE845B01018,Industrials,Industrial Manufacturing,Industrial Products
LKP Finance,507912,,INE724A01017,Financial Services,Finance,Other Financial Services
LKP Securities,540192,,INE341H01023,Financial Services,Capital Markets,Stockbroking & Allied
Lloyds Engineeri,539992,LLOYDSENGG,INE093R01011,Industrials,Industrial Manufacturing,Industrial Products
Lloyds Enterpris,512463,LLOYDSENT,INE080I01025,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Lloyds Luxuries,,LLOYDS,INE0DTQ01028,Consumer Durables & Retail,Leisure Services,Wellness
Lloyds Metals,512455,LLOYDSME,INE281B01032,Metals & Mining,Minerals & Mining,Industrial Minerals
LMW,500252,LMW,INE269B01029,Industrials,Industrial Manufacturing,Industrial Products
Lodha Developers,543287,LODHA,INE670K01029,Construction & Infrastructure,Realty,"Residential, Commercial Projects"
Logica Infoway,543746,,INE0BSU01018,Consumer Durables & Retail,Retailing,Speciality Retail
Logiciel Soluti.,544625,,INE1BA901016,Information Technology,IT - Software,Computers - Software & Consulting
Lokesh Mach.,532740,LOKESHMACH,INE397H01017,Industrials,Industrial Manufacturing,Industrial Products
Longspur Intl,504340,,INE180M01033,Financial Services,Finance,Other Financial Services
Looks Health,534422,,INE204N01013,Healthcare / Pharma,Healthcare Services,Healthcare Service Provider
Lords Chloro,500284,LORDSCHLO,INE846D01012,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Lords Ishwar,530065,,INE689J01013,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Lorenzini Appar.,540952,LAL,INE740X01023,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Lotus Chocolate,523475,,INE026D01011,FMCG / Consumer Staples,Food Products,Packaged Foods
Lotus Eye Hospit,532998,LOTUSEYE,INE947I01017,Healthcare / Pharma,Healthcare Services,Hospital
Lovable Lingerie,533343,LOVABLE,INE597L01014,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Loyal Equipments,539227,,INE876S01017,Industrials,Industrial Manufacturing,Industrial Products
Loyal Textile,514036,LOYALTEX,INE970D01010,Consumer Durables & Retail,Textiles & Apparels,Other Textile Products
LTIMindtree,540005,LTIM,INE214T01019,Information Technology,IT - Software,Computers - Software & Consulting
Ludlow Jute,526179,,INE983C01015,Materials,"Paper, Forest & Jute Products",Jute & Jute Products
Lumax Auto Tech.,532796,LUMAXTECH,INE872H01027,Automobile,Auto Components,Auto Components & Equipments
Lumax Industries,517206,LUMAXIND,INE162B01018,Automobile,Auto Components,Auto Components & Equipments
Lupin,500257,LUPIN,INE326A01037,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Lux Industries,539542,LUXIND,INE150G01020,Consumer Durables & Retail,Textiles & Apparels,Garments & Apparels
Luxury Time,544635,,INE1CJB01013,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
LWS Knitwear,531402,,INE281M01013,Industrials,Commercial Services & Supplies,Trading & Distributors
Lyka Labs,500259,LYKALABS,INE933A01014,Healthcare / Pharma,Pharmaceuticals & Biotechnology,Pharmaceuticals
Lykis,530689,,INE624M01014,Industrials,Commercial Services & Supplies,Trading & Distributors
Lynx Machinery,505320,,INE732D01014,Industrials,Industrial Manufacturing,Industrial Products
Lyons Corporate,531441,,INE100F01019,Financial Services,Finance,Non Banking Financial Company (NBFC)
Lypsa Gems,534532,LYPSAGEMS,INE142K01011,Consumer Durables & Retail,Consumer Durables,"Gems, Jewellery And Watches"
M & B Engineer.,544470,MBEL,INE08N601015,Construction & Infrastructure,Construction,Civil Construction
M & M,500520,M&M,INE101A01026,Automobile,Automobiles,Passenger Cars & Utility Vehicles
M & M Fin. Serv.,532720,M&MFIN,INE774D01024,Financial Services,Finance,Non Banking Financial Company (NBFC)
M B Agro Prod.,,MBAPL,INE900L01010,Chemicals,Fertilizers & Agrochemicals,Fertilizers
M E T S,538401,,INE318N01011,Industrials,Industrial Manufacturing,Industrial Products
M K Exim India,538890,,INE227F01010,Consumer Durables & Retail,Retailing,Distributors
M K Proteins,543919,MKPL,INE964W01021,FMCG (Consumer Staples),Agricultural Food & other Products,Edible Oil
M M Forgings,522241,MMFL,INE227C01017,Automobile,Auto Components,Auto Components & Equipments
M M Rubber,509196,,INE159E01026,Automobile,Auto Components,Tyres & Rubber Products
M P Agro Inds.,506543,,INE468C01017,Chemicals,Fertilizers & Agrochemicals,Fertilizers
M P K Steels,544553,,INE1PJP01015,Industrials,Industrial Products,Iron & Steel Products
M R P L,500109,MRPL,INE103A01014,Energy (Oil & Gas),Petroleum Products,Refineries & Marketing
M T N L,500108,MTNL,INE153A01019,Telecom,Telecom - Services,Telecom - Cellular & Fixed line services
M.V.K. Agro,,MVKAGRO,INE0SGC01015,FMCG (Consumer Staples),Agricultural Food & other Products,Sugar
Maan Aluminium,532906,MAANALU,INE215I01027,Metals & Mining,Non - Ferrous Metals,Aluminium
Mac Charles(I),507836,,INE435D01014,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Mac Hotels,541973,,INE004Z01011,Consumer Durables & Retail,Leisure Services,Hotels & Resorts
Macfos,543787,,INE0OLH01013,Consumer Durables & Retail,Retailing,E-Retail/ E-Commerce
Mach Conferences,544248,,INE0UYT01018,Consumer Durables & Retail,Other Consumer Services,Other Consumer Services
Machhar Industri,543934,,INE01BT01015,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Machino Plastics,523248,,INE082B01018,Automobile,Auto Components,Auto Components & Equipments
Macobs Technolo.,,MACOBSTECH,INE0R0J01010,FMCG (Consumer Staples),Personal Products,Personal Care
